uniqueID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	area	Shell_Mass
184	-1.520177e-02	1.741926e-04	-2.505880e-02	4.112664e-03	4.402197e-03	-4.535539e-03	1.142013e-03	-1.716676e-03	83.5149037086	157.6
185	-2.532297e-02	2.620436e-02	7.332494e-03	1.584325e-02	7.696326e-03	9.554641e-04	2.056741e-03	1.724582e-03	79.9938997428	139.1
186	2.190846e-02	1.292670e-02	3.314987e-03	1.288716e-02	-4.555123e-03	-4.540303e-03	-2.418934e-03	-1.787787e-03	63.5159747078	106.2
187	6.914836e-02	1.469926e-03	-2.839134e-03	8.619790e-03	1.116504e-03	5.041287e-03	-4.324782e-03	9.771856e-04	74.2798978092	136.8
188	1.618530e-03	-8.616061e-03	-6.255924e-03	-4.290254e-03	-1.009379e-02	1.114255e-03	6.208118e-04	5.500652e-03	74.676289852	154.5
189	3.745245e-02	-1.731028e-02	-5.370807e-03	1.483585e-02	-2.809539e-02	-9.416375e-03	-1.437552e-03	-1.352781e-02	81.366735154	224.3
190	1.566947e-03	-1.114403e-02	7.430064e-03	-1.094324e-03	2.196885e-04	-8.476343e-03	-2.197899e-04	-2.453356e-03	71.637951378	143.0
191	-4.693870e-02	6.824707e-03	-1.662760e-02	1.300222e-02	9.890640e-03	9.465367e-03	4.559269e-03	-1.515177e-04	68.6330308818	103.7
192	-6.131250e-02	2.225377e-03	3.044042e-02	-1.701831e-02	2.059777e-04	-7.282149e-03	4.491904e-03	8.261254e-03	81.0516583296	177.0
193	8.352845e-03	8.258897e-03	3.497638e-03	5.949281e-03	-2.053549e-03	-5.253767e-03	-1.328366e-03	-4.146159e-04	88.5416397138	155.6
194	1.427241e-02	3.375723e-02	4.374604e-03	-1.589020e-02	1.249179e-02	-5.818775e-03	-9.900978e-03	-1.705555e-02	86.3029757016	210.5
195	-7.188386e-02	3.377509e-03	1.437933e-02	1.191125e-03	2.489631e-03	1.363866e-02	4.099093e-03	-7.207380e-04	78.46978692	118.4
196	-2.966558e-02	4.416808e-03	-1.546388e-02	4.963181e-03	4.128662e-03	-1.249905e-04	8.062886e-03	-3.317296e-03	81.7422493272	181.4
197	-2.234764e-02	-1.425330e-02	-7.147354e-03	-1.579558e-03	-6.502386e-03	8.813363e-04	-5.183155e-03	-3.571586e-03	77.7657159612	139.3
198	-1.253166e-02	3.070244e-04	6.327029e-03	9.383038e-03	-1.294151e-02	-2.986372e-03	-5.322304e-03	-5.540900e-03	73.8369222132	131.6
200	3.550941e-02	1.698890e-02	6.205835e-03	1.822186e-02	7.579050e-03	-3.891631e-03	-5.542119e-03	4.657215e-03	71.8997546028	132.9
201	-1.928178e-02	-1.372356e-02	7.908264e-03	-5.937980e-03	8.014762e-03	2.360362e-03	-6.244222e-03	2.857418e-03	88.8684483688	173.4
202	1.352534e-03	-1.843392e-02	1.006522e-02	-1.185254e-02	-3.834276e-03	-5.218222e-03	1.184652e-03	-2.116547e-03	78.8781439587	140.2
203	-3.000841e-02	-1.998616e-02	-1.369070e-02	-3.898888e-03	7.566393e-03	-3.972976e-03	-8.299576e-03	6.816072e-03	86.193845247	170.3
204	-1.530254e-02	-9.249574e-03	1.810009e-02	-4.471965e-03	-3.585952e-03	-3.723186e-03	4.492958e-04	1.644489e-03	72.2779821666	154.0
205	-2.541192e-02	-1.205868e-02	-7.250548e-03	-5.086949e-03	9.177555e-03	-1.178642e-02	4.450705e-04	-4.190322e-03	73.6687191696	135.5
206	-1.396155e-02	-3.563062e-04	-2.736484e-02	8.852283e-03	7.312570e-03	-6.106058e-03	2.006389e-03	3.053050e-04	84.200223492	143.6
207	-2.232108e-02	3.658105e-03	-1.079423e-02	1.658436e-02	-6.459874e-03	9.282071e-04	2.682021e-03	-6.880159e-04	81.7020678705	146.0
208	1.897656e-02	3.960914e-02	-9.342391e-03	3.720684e-03	-1.319335e-03	1.400612e-04	-7.847067e-03	2.950515e-03	53.288784318	161.6
209	-6.333675e-02	6.338091e-03	-8.448509e-03	4.875220e-03	9.122464e-03	5.284638e-03	5.047578e-03	-1.003532e-03	63.1647103395	127.0
210	-2.405568e-02	-1.812723e-02	3.298496e-02	-7.625376e-03	6.166862e-03	-2.693871e-03	-6.188207e-03	4.515319e-03	89.0152827795	174.9
211	1.381787e-02	-9.544025e-04	2.280463e-02	2.608249e-03	9.233275e-04	-9.308387e-03	-3.489496e-04	-3.975659e-04	66.780447552	124.4
212	-3.177945e-02	2.040503e-02	9.242412e-03	1.209844e-02	-1.068245e-02	6.900352e-04	4.759321e-04	2.866588e-03	59.350560996	155.5
213	2.929593e-02	-1.737941e-03	7.588109e-03	-1.220525e-03	5.045068e-03	9.181421e-04	7.932219e-03	-3.077012e-03	69.84207138	128.7
214	1.106354e-02	-1.098075e-02	9.842235e-04	2.435424e-03	-1.704570e-03	-3.756397e-03	-2.817218e-03	-1.455847e-03	78.262514664	136.0
215	2.151840e-02	8.284200e-03	-2.630369e-03	1.468022e-02	2.451873e-03	-1.600221e-03	8.443188e-04	3.029411e-03	70.877071608	163.9
216	7.922492e-02	2.226258e-02	-1.687814e-03	2.315439e-02	-7.122672e-03	1.262889e-03	-3.193762e-03	8.021044e-04	71.9276777416	161.1
217	-3.733993e-02	1.114384e-02	1.120390e-02	7.739556e-03	-2.865210e-03	-4.027354e-03	-2.051363e-03	-9.909130e-04	78.4359781072	162.8
218	-5.600231e-03	-1.286492e-02	7.177136e-03	-1.239823e-02	9.006309e-04	-1.049280e-02	3.589986e-03	-3.264739e-04	79.9457649936	158.9
219	-4.831844e-02	7.251538e-03	1.759194e-02	2.207173e-03	-5.996389e-03	-7.801566e-03	8.442869e-03	-2.140980e-03	76.1560724408	137.8
220	5.175574e-02	-5.706931e-03	4.806091e-03	8.261226e-03	-3.804529e-03	3.341493e-03	2.086604e-03	2.513737e-04	72.0717873248	128.0
221	-1.605500e-02	-2.976244e-03	9.037269e-03	6.590162e-05	9.161210e-03	-4.660198e-03	-5.803356e-03	1.192784e-03	80.059299036	212.7
222	-2.367442e-02	-5.468615e-03	-1.232232e-02	-7.873914e-03	1.667154e-02	-8.179988e-03	-3.033248e-03	1.312750e-03	84.6675439113	202.3
223	-2.245831e-02	1.405955e-02	-5.363417e-03	-1.102383e-02	-5.383823e-04	-1.835380e-03	-1.449288e-04	9.503978e-03	77.7977050128	228.9
224	-2.066475e-02	-1.651960e-02	1.069621e-02	-2.851290e-03	6.325279e-03	5.048616e-03	-1.071530e-02	1.719654e-03	69.0287341794	139.1
225	-7.967784e-03	1.248052e-02	1.517291e-02	1.366726e-03	-1.155305e-02	-2.848497e-03	2.803416e-03	-6.605399e-04	77.3318335848	164.8
226	-2.044041e-02	1.662615e-02	-1.630516e-02	-1.800314e-02	2.904086e-03	1.219678e-04	-5.426787e-03	-4.145465e-03	89.6543591282	154.7
227	-2.287468e-02	-1.173272e-02	1.765696e-02	-5.823015e-03	4.666550e-04	-5.228279e-03	-3.602424e-03	-1.507600e-04	89.9323532977	155.1
228	-3.538477e-02	1.237653e-03	1.855777e-02	-3.560495e-03	-2.786813e-03	3.734977e-03	2.351317e-03	-1.125197e-03	64.0537521125	129.9
230	-3.076008e-03	-2.360524e-02	6.690514e-03	3.111296e-03	2.905748e-03	2.243807e-03	-9.359087e-03	3.771799e-03	84.7290815366	170.2
231	1.748750e-02	-1.288851e-02	1.892491e-02	1.482445e-04	-7.361982e-03	1.561173e-04	1.043884e-03	-1.185222e-03	72.0812321561	121.0
232	-5.420510e-03	-1.131727e-02	2.096034e-02	-3.392198e-03	-6.646277e-03	-1.950352e-03	3.952058e-03	1.893385e-03	81.3294322726	201.4
233	-3.545858e-02	7.453178e-03	2.482365e-02	-5.118434e-03	-4.176862e-03	-9.814598e-03	9.528141e-04	-2.171544e-03	76.3685231678	138.6
234	-4.905916e-02	-1.929959e-03	-1.960989e-02	1.398954e-02	6.664199e-03	-3.106246e-03	5.410737e-03	-2.215056e-03	75.8373001424	123.8
235	2.128808e-02	-1.542905e-02	8.930845e-03	-1.564561e-02	-2.301644e-03	8.262355e-03	5.428364e-03	-1.679710e-03	66.7276911892	126.1
236	-1.590664e-02	2.775054e-03	9.579934e-03	-6.081906e-04	6.706566e-03	1.488069e-04	-4.959411e-03	1.722299e-03	76.1062693522	157.3
237	-1.099897e-02	-5.563651e-03	-2.217206e-02	8.261442e-03	1.982134e-03	-6.769071e-03	-2.334929e-03	-3.986610e-03	69.0866305885	99.9
238	6.193371e-03	-1.313955e-02	4.903928e-03	-2.244313e-03	-8.811860e-03	2.196349e-03	3.509534e-04	-1.493806e-03	66.500264936	116.3
239	-4.733053e-03	1.001059e-02	4.302904e-03	3.321535e-03	-8.678783e-05	-2.223474e-03	9.232087e-04	3.524717e-03	76.288391452	159.1
240	3.147764e-02	-1.963559e-02	8.943950e-03	3.331568e-03	-3.931499e-03	-3.767666e-03	-1.567582e-03	-8.947228e-04	66.1503344495	134.4
241	-6.729477e-04	-3.860097e-03	1.967092e-03	1.403590e-04	4.395611e-03	9.355844e-04	1.253241e-03	5.250219e-03	70.0538143445	126.7
242	5.248911e-03	-2.992871e-02	2.603857e-02	-1.787287e-02	3.696505e-03	1.621545e-03	4.528896e-03	-4.148762e-03	88.3160106213	177.3
243	-1.368998e-02	8.037586e-03	2.958403e-03	-1.405319e-03	1.278537e-03	5.435157e-03	-8.489285e-03	-2.190201e-03	75.5968380244	137.2
245	1.647400e-02	-4.056406e-03	3.393799e-02	2.195078e-02	3.715357e-02	1.006662e-02	6.925942e-03	3.238665e-03	80.1826886322	173.9
246	-3.896624e-02	4.450931e-03	2.189542e-02	9.633643e-03	1.743242e-02	3.916169e-03	6.812953e-03	3.614891e-03	83.9148393853	176.8
247	3.711493e-03	-8.825364e-04	1.777043e-02	5.222909e-03	-2.038789e-03	-8.142012e-03	8.145159e-04	1.097670e-03	65.094171681	116.4
248	-1.181265e-02	2.256185e-02	-2.835349e-03	9.657171e-03	-1.053885e-02	5.924330e-03	6.170395e-03	1.534567e-04	78.8570092672	156.1
249	2.570228e-02	1.660051e-02	2.132167e-02	1.071704e-02	-4.373229e-03	3.839766e-04	-7.889727e-03	3.320523e-03	57.8096731098	90.3
250	-3.414402e-03	7.150025e-03	-1.268781e-02	1.184178e-02	-4.709696e-04	-5.733696e-03	5.900541e-04	9.686092e-04	76.8882664388	131.4
251	1.317291e-02	-8.096326e-03	-3.291266e-05	6.835036e-04	-4.335487e-03	5.021991e-04	1.948135e-03	1.852504e-03	69.8703547662	111.7
252	-7.204404e-02	-1.164761e-03	5.749334e-03	5.679614e-03	8.850420e-03	7.929791e-03	6.327122e-03	-7.402038e-04	69.7711217022	105.3
253	2.080748e-02	-1.344344e-02	1.365519e-02	-6.401513e-03	5.486885e-03	-9.032302e-03	8.603629e-04	-6.757329e-04	70.1202094452	115.9
254	-1.805346e-03	4.494104e-03	-1.225742e-02	7.843046e-03	3.676796e-05	7.808277e-03	-1.481594e-03	-3.635547e-04	84.4849042668	138.5
255	3.386107e-02	-1.932608e-02	-5.850590e-03	-4.664016e-03	2.826580e-03	-4.581308e-03	8.101158e-03	-1.179993e-03	78.4058158854	133.5
256	-1.154567e-04	-1.581292e-02	1.056802e-02	-7.808169e-03	2.349460e-03	-4.183248e-04	2.861712e-03	-5.786348e-04	69.2420213241	140.7
257	-3.408801e-03	-5.707595e-04	-2.249208e-02	-2.883048e-03	3.585173e-03	-1.832430e-03	-1.644397e-03	-1.654152e-03	88.3852808427	175.2
258	1.670771e-02	9.366734e-04	-1.880011e-02	-1.035344e-02	3.381437e-03	4.670039e-03	-5.247934e-03	-1.035600e-02	83.4906210183	214.0
259	2.789603e-02	-7.008018e-03	-1.173418e-02	-2.062525e-02	1.195637e-02	4.399992e-03	1.472312e-03	-7.659055e-03	73.6549316532	130.8
260	-1.736786e-02	-7.559467e-03	-4.794533e-04	-1.158431e-02	2.001468e-03	-1.655272e-03	-5.560216e-03	-1.639755e-03	83.3511579021	165.5
261	-2.658835e-02	2.796162e-03	7.361779e-03	1.868859e-03	3.392462e-03	-2.640944e-03	4.251258e-03	-1.146319e-03	66.032126322	129.0
263	6.184368e-02	-1.367920e-03	2.043253e-03	-4.469311e-03	5.538698e-03	2.511847e-03	8.888620e-03	7.781449e-03	66.474196626	141.7
264	1.802315e-03	-2.028309e-02	-1.006513e-02	-9.077829e-03	-5.922560e-04	-1.706556e-03	-4.593248e-03	-2.578519e-03	82.776601755	183.2
265	4.018053e-04	-3.384734e-03	-6.396700e-03	-1.816419e-03	-3.781163e-03	-8.950718e-03	-3.262323e-03	-9.334588e-03	66.913787369	112.6
266	-4.922369e-03	-1.664827e-02	-4.895778e-03	-4.910760e-03	9.866805e-03	-4.639647e-03	-5.020221e-03	1.634744e-03	82.273250872	143.2
267	4.755425e-02	-8.566950e-03	3.020226e-03	2.318760e-03	3.935969e-03	4.330375e-03	5.979479e-03	-2.632987e-03	69.44862326	130.5
268	-2.656687e-02	-1.583618e-02	-1.609093e-03	-8.714818e-03	-3.171886e-03	-1.317499e-03	3.444086e-04	-1.083084e-03	79.334582415	155.2
269	5.447482e-02	-9.275304e-03	-2.537692e-03	-9.208007e-03	-3.339899e-03	6.259113e-03	1.741625e-02	-6.849235e-03	66.195461655	137.5
270	2.865758e-02	2.804291e-03	4.484874e-04	1.106924e-02	2.761774e-03	7.409229e-03	-6.361618e-03	1.800732e-03	60.261825625	86.3
271	9.842851e-03	1.662774e-02	-7.731070e-03	1.579729e-02	4.557296e-03	-7.733966e-04	-3.611626e-03	3.739712e-03	79.609557525	131.3
272	3.836463e-02	1.426111e-03	-3.083845e-03	-8.503319e-04	-2.382616e-03	-2.540927e-03	4.386840e-03	-3.471403e-03	86.074321924	145.7
273	1.747947e-02	-2.450699e-02	1.124730e-02	-5.865720e-04	2.859447e-03	-7.335820e-04	-2.211943e-03	1.029447e-03	80.3949317	186.3
274	1.961416e-02	3.615519e-02	2.434209e-02	-3.609541e-02	5.271738e-03	1.741994e-03	3.815859e-03	-1.992444e-02	60.623209516	96.1
275	-2.099344e-02	-1.300206e-04	-1.962932e-02	1.183747e-02	6.540911e-03	2.092176e-03	9.132696e-03	-2.243865e-03	77.84040906	126.3
276	-5.406645e-03	-5.176128e-03	-1.413270e-02	9.572015e-03	-1.297149e-02	7.947474e-03	-6.816497e-03	-1.670982e-03	72.509877468	106.1
277	-5.135820e-02	1.493019e-02	3.530824e-02	1.234577e-02	-8.416565e-03	-1.736863e-03	8.164251e-03	-5.826493e-03	63.3848372349	98.0
278	7.404966e-04	2.961180e-02	7.429243e-03	2.006198e-02	-2.082455e-03	7.750380e-03	-9.008071e-03	1.775157e-03	62.352903378	89.9
279	-9.206018e-03	3.751092e-03	1.405475e-02	-1.741142e-03	3.889466e-03	-5.387845e-03	-3.024913e-03	2.311777e-03	73.0326613173	147.7
280	-1.124168e-02	4.697349e-03	7.941454e-03	7.363922e-03	-5.599094e-03	-2.126122e-03	-6.907687e-04	-2.205475e-03	60.0247985892	104.8
281	8.769521e-03	-1.489560e-02	-1.285618e-02	-1.627732e-03	-4.634649e-03	-9.352618e-03	4.980799e-03	-3.650945e-03	77.9629728207	144.3
282	3.754984e-02	1.288690e-03	1.012117e-02	7.993002e-04	9.916711e-04	-9.186698e-03	7.416810e-03	7.961624e-05	78.8619546088	156.3
283	-2.801726e-04	7.696948e-03	7.126363e-03	6.714531e-03	3.175184e-03	-2.682697e-03	9.363923e-04	3.549543e-03	74.9791457576	167.1
284	-1.657089e-02	-1.854024e-02	1.861104e-02	-3.352444e-03	-1.384105e-03	-1.495815e-03	-5.080043e-03	3.281751e-03	82.9596895144	153.5
285	-3.763256e-02	-6.117209e-03	-6.171456e-04	-2.101777e-03	-3.523539e-03	6.084031e-03	3.993842e-03	9.750109e-04	81.5810519944	170.0
286	-1.054933e-02	-1.177880e-02	1.254744e-02	-2.296363e-03	-5.858578e-03	-4.103085e-03	-3.071495e-03	-6.985182e-04	73.3021569384	118.7
287	5.527225e-02	3.684543e-02	-1.507445e-03	-1.452608e-02	-1.151528e-02	-1.707004e-03	1.057382e-02	1.902317e-02	56.9923154208	100.8
288	2.618520e-02	2.958201e-03	-8.556486e-03	6.883790e-03	2.399780e-03	-7.083833e-03	1.350037e-04	-9.335133e-04	71.4682810576	119.6
289	4.848368e-02	6.514660e-03	-7.430137e-03	4.470782e-03	-6.112632e-04	1.231866e-02	1.485272e-03	7.932812e-03	85.2346335648	159.1
290	4.972693e-02	-1.953824e-02	7.007888e-03	-1.458657e-02	9.216215e-03	1.297066e-02	8.654868e-03	-6.977586e-03	73.842783108	164.5
291	-7.786198e-03	1.627930e-02	-1.840448e-02	1.557675e-02	6.729483e-03	5.215047e-03	-3.686925e-03	7.843329e-04	74.7553967872	150.0
292	2.151477e-02	-4.863022e-03	2.158369e-02	-8.904724e-03	-6.602009e-03	-2.591389e-03	5.859458e-03	-2.409698e-03	78.4268983876	184.7
293	2.829770e-02	-9.553410e-03	2.584430e-03	-5.544161e-03	-7.799022e-03	9.872181e-03	-3.796124e-04	3.878762e-04	64.0586468135	96.3
294	-2.511947e-02	5.891637e-03	-9.325104e-03	9.475132e-03	-8.111050e-04	-1.023335e-04	-1.764410e-03	-8.996426e-04	74.3407619041	137.0
295	2.588710e-02	2.786072e-03	-5.108524e-03	7.072978e-04	1.321713e-03	-7.616216e-04	-7.005222e-03	-5.791423e-04	81.7751569088	182.7
296	-1.143940e-02	7.216122e-03	-1.323078e-02	-2.757965e-02	2.397015e-03	-1.324026e-04	-2.378568e-03	-8.497737e-03	80.9565126597	175.9
297	-2.629783e-02	7.363863e-03	1.073788e-02	6.045034e-03	5.033577e-04	-2.056386e-04	-3.687410e-03	2.770141e-03	70.40115053	114.7
298	5.321102e-03	-1.164670e-02	2.189306e-02	-7.823090e-03	1.465732e-03	4.153702e-03	-2.176169e-03	4.041650e-03	78.0188164165	141.8
299	-4.940403e-03	-2.925818e-02	-2.378072e-02	8.793604e-04	-4.953514e-03	-1.582726e-03	-3.067710e-03	1.005877e-03	81.786143413	150.4
300	1.597551e-02	-5.412359e-03	1.557299e-02	2.327382e-03	-2.236495e-04	6.067576e-04	-4.268198e-03	8.603473e-04	66.9436168552	126.6
301	-4.285477e-02	-2.466593e-02	-5.645819e-03	-8.619186e-03	6.653215e-03	-5.944539e-03	1.500415e-04	-2.403225e-03	77.4486804879	218.9
302	2.428802e-02	-7.617295e-04	-7.093166e-03	2.477812e-03	-9.433359e-04	1.002064e-04	-1.891052e-05	-1.577365e-05	76.7456065197	181.6
303	-3.250731e-02	-3.567082e-03	1.480600e-02	-1.312488e-02	-6.647392e-03	-6.555624e-03	1.609299e-03	1.157062e-03	73.8106814664	140.3
304	-2.483759e-02	2.702738e-03	-1.096528e-02	8.573906e-03	1.592145e-02	4.099660e-03	-6.049253e-03	1.241224e-03	84.0393769077	165.3
305	2.922438e-02	-5.355323e-03	8.380793e-03	-2.509734e-04	1.542784e-03	-2.979975e-03	3.617757e-03	-7.135299e-04	71.1441188226	144.4
306	3.870954e-03	-4.435216e-03	-1.812184e-03	4.624953e-03	2.011003e-03	2.765199e-05	-4.183995e-04	1.552445e-03	75.6136730808	184.3
308	5.832313e-03	1.087259e-02	1.825342e-02	8.823862e-03	-7.936423e-03	5.445891e-03	1.978367e-03	1.594883e-03	69.2272705392	111.7
309	-2.253970e-02	5.953358e-03	7.771613e-03	3.816611e-03	-3.181921e-03	-4.145906e-03	1.578674e-03	8.820194e-04	76.8917335428	140.9
310	6.571915e-02	1.449359e-02	5.020257e-03	8.756569e-03	-6.183404e-03	7.244247e-03	8.639301e-03	-2.835710e-03	71.3093923404	168.5
311	6.056633e-02	3.265382e-02	1.927789e-03	-2.522214e-02	1.194491e-02	-3.246284e-03	6.274229e-03	-2.013816e-04	64.5546389472	125.2
312	-9.581531e-03	-2.596598e-02	8.882224e-04	-1.243088e-02	-1.228684e-02	-4.944952e-03	8.626669e-03	-2.205911e-03	66.9136809825	130.5
313	6.507681e-04	-2.367094e-02	-1.994241e-02	-2.457089e-03	8.218394e-03	-3.558559e-03	-5.193681e-03	5.817905e-03	86.3875515975	151.4
314	-1.101214e-02	-2.175381e-02	-2.729769e-02	-1.073980e-03	-2.910342e-03	3.611521e-03	-1.706231e-03	-1.136446e-04	88.534910335	182.4
315	2.751814e-02	5.652269e-03	-8.942131e-03	1.023383e-02	-8.571581e-03	-6.443338e-03	2.206487e-03	-2.899774e-03	67.5099138125	161.8
316	3.451975e-02	4.756884e-03	4.336129e-03	1.425874e-02	-1.237441e-02	-2.061060e-03	1.501658e-03	-7.731813e-03	67.6203797525	139.9
317	3.062580e-02	-8.865160e-04	1.202770e-02	1.272041e-03	4.838439e-03	-6.776222e-03	-2.961284e-03	3.514924e-03	74.9978570664	192.4
318	-2.998866e-03	1.758029e-02	2.765697e-03	-5.823783e-04	-4.915276e-03	5.631052e-03	-9.056551e-03	1.011236e-03	63.9197087136	175.1
319	2.121304e-02	1.717855e-02	1.250511e-02	-5.569358e-04	-8.046559e-03	6.124936e-03	-3.523818e-03	1.247556e-03	70.4101852536	145.8
320	6.595710e-02	-1.210419e-02	4.174049e-03	1.498608e-03	7.119949e-03	1.447496e-02	7.870867e-03	-3.500626e-03	66.329287	126.3
322	1.653066e-03	6.207273e-03	-1.041147e-03	8.994505e-03	-8.437533e-03	-2.899790e-03	-1.541544e-03	-1.947359e-03	77.6125664632	153.6
323	-6.190033e-02	4.644391e-03	-2.759306e-03	1.869863e-02	8.750402e-03	9.339442e-03	7.239963e-03	-1.693434e-04	77.5353760713	159.7
324	4.669427e-02	1.094815e-02	3.219548e-03	1.728115e-02	6.622224e-03	-1.048497e-02	-6.209793e-03	3.949848e-03	72.3312583154	164.5
325	-2.368906e-02	1.320207e-02	-1.283204e-02	1.449157e-02	-3.471472e-03	3.624935e-03	-3.720618e-03	2.766836e-03	81.8101744509	143.2
326	5.372164e-02	-1.726934e-02	-1.097486e-02	-1.560822e-02	7.776218e-03	1.667451e-02	-3.971639e-03	-1.361035e-03	69.4297442216	99.8
327	2.143249e-02	2.587530e-02	-1.217179e-02	1.497721e-02	9.049399e-03	-1.076277e-02	1.259191e-03	-1.827974e-03	74.2008635319	168.1
328	-2.417269e-04	2.173891e-02	7.504760e-04	2.078388e-02	-7.249197e-03	7.816520e-04	1.603523e-03	1.096578e-04	58.8717979488	89.4
329	2.189551e-02	5.033151e-03	-2.541898e-02	1.048857e-02	1.374332e-03	-7.428277e-03	6.740613e-03	1.481321e-04	74.953827552	163.2
330	3.917072e-02	5.114920e-03	-5.785391e-03	7.313270e-03	6.459192e-03	2.376492e-03	-4.940430e-03	3.951417e-03	70.5031888032	130.9
331	1.939681e-02	3.953355e-03	6.971075e-03	-1.809642e-03	-3.600499e-03	-1.483593e-03	2.577591e-03	-7.384894e-04	75.2340121824	149.2
332	2.746397e-02	1.517480e-02	-1.090191e-02	-6.160671e-03	1.675755e-02	-1.704062e-03	-5.227201e-03	-6.710099e-04	72.3458732736	149.6
333	-2.255183e-02	-1.747790e-02	-1.883173e-02	1.906520e-03	-1.616901e-02	-1.283308e-03	-4.611481e-03	-2.454892e-03	74.676752091	159.2
334	4.769696e-02	1.040429e-02	-9.149500e-03	-1.688555e-02	5.949326e-04	-1.942165e-03	1.638015e-02	7.133813e-03	69.202724976	155.3
335	-1.614988e-02	1.918302e-03	-1.719457e-02	1.036521e-02	4.053979e-04	1.274126e-03	2.766529e-03	-3.910678e-03	74.089605717	118.9
336	3.138386e-02	1.318684e-02	-9.903333e-04	1.228500e-02	-2.639070e-03	-2.257383e-03	-2.083838e-04	7.024883e-04	81.365345532	165.6
337	3.824808e-02	2.283894e-02	8.213811e-03	1.674224e-02	-2.906092e-03	-4.758032e-03	-3.051877e-03	2.640063e-03	78.132154428	142.1
338	-4.285546e-03	-1.904100e-02	-3.197949e-03	-1.464623e-03	-5.778755e-03	-5.197467e-03	-4.482981e-03	-2.767052e-03	80.7142511314	144.7
339	2.619816e-03	1.291617e-03	-4.914857e-03	-1.386311e-02	-3.754557e-03	-7.474648e-03	1.719390e-03	1.483076e-02	74.2568417016	133.6
340	-2.575516e-02	1.113186e-03	-2.192173e-02	-1.196902e-02	5.161763e-03	6.818242e-03	-7.905641e-03	-8.262059e-03	80.9141292346	152.5
341	1.071404e-02	-2.043652e-02	-3.597680e-03	1.720746e-03	-9.411507e-03	3.115660e-03	-1.112643e-02	-1.317520e-03	80.286143421	169.8
342	2.881981e-02	5.490217e-03	3.713469e-03	4.486172e-04	-2.199160e-03	-5.763723e-03	3.890278e-03	-4.312722e-03	64.3270818194	159.5
343	-3.127919e-02	3.646982e-03	-1.128447e-02	-3.551248e-02	-1.591602e-02	2.335314e-03	2.191150e-03	3.542287e-02	82.3567213703	139.7
344	7.325043e-03	-1.261636e-02	5.454400e-03	-8.470788e-03	-9.267125e-03	1.413712e-03	4.538583e-03	1.377421e-03	81.2331378248	139.5
345	1.907313e-02	-8.183367e-03	-1.788552e-02	-1.450281e-03	7.050760e-03	-3.497465e-03	-9.434887e-05	2.117991e-04	72.2047091584	135.9
346	-2.380114e-02	-1.342393e-02	-2.422938e-03	-1.288858e-02	1.322152e-03	4.282768e-03	-1.442278e-03	-1.499411e-03	80.841214844	123.6
348	1.491648e-02	4.121136e-03	-4.982482e-03	-1.241087e-03	1.097107e-02	-2.768328e-03	-7.957162e-03	-3.138329e-03	72.5345066667	159.3
349	3.043495e-02	4.761922e-03	2.190297e-02	4.129213e-03	-1.684947e-02	-5.024339e-03	2.551556e-03	-2.197420e-03	73.4220182983	138.6
350	-4.936542e-02	1.363396e-02	-3.004262e-03	1.229107e-02	1.020507e-02	1.375894e-02	6.739400e-03	-2.828974e-03	58.8889367626	89.5
351	1.904756e-03	8.449649e-03	3.702390e-03	2.998767e-03	2.461738e-03	-2.526286e-03	-2.849559e-03	3.286660e-03	69.295767084	164.4
352	1.756960e-02	1.492650e-03	2.018855e-02	-2.863649e-03	3.474517e-03	-5.575431e-03	5.442056e-03	1.773721e-03	66.929792805	147.6
353	-2.564954e-02	-7.412704e-03	7.801833e-03	5.193874e-03	-1.638468e-03	2.486014e-03	-5.361972e-03	1.350577e-03	78.075382122	152.6
354	1.132865e-02	2.759814e-03	5.340608e-03	1.001656e-03	-1.670726e-03	-5.372056e-03	4.329915e-04	-1.442101e-03	73.59747417	116.9
355	7.077530e-03	1.349764e-02	-7.392559e-03	6.426507e-03	-9.462292e-03	1.037390e-02	4.145247e-03	-1.497151e-03	77.380485534	142.9
356	-1.923490e-02	1.639733e-03	-1.623322e-02	1.679259e-04	9.308675e-03	5.624267e-04	-2.980882e-04	2.132263e-03	64.34954119	158.4
357	-3.256635e-03	2.299414e-02	1.398221e-02	8.559574e-03	-2.984615e-03	-5.874290e-03	-4.453750e-03	1.098794e-03	71.4373577236	146.8
358	-6.030744e-02	5.120748e-03	2.141939e-03	8.599935e-03	7.374804e-03	4.583666e-03	1.238702e-02	-9.181848e-04	78.9818598228	158.6
359	-1.014655e-02	1.032235e-03	1.583777e-02	-6.211544e-03	-1.314079e-02	-1.475204e-03	4.755592e-03	-1.977060e-03	82.4727473196	138.6
360	-1.484255e-02	1.328858e-02	-3.008970e-02	2.597671e-02	-4.693929e-03	-2.187194e-03	7.532645e-03	-1.014171e-02	63.6959718318	124.7
361	-1.620006e-03	8.894127e-03	-1.180524e-02	7.656126e-03	7.525704e-03	-1.085985e-02	1.281790e-03	4.616009e-04	80.24586242	144.6
363	3.460765e-02	1.487572e-04	-7.768443e-03	1.990827e-03	-5.314186e-03	-3.912958e-03	9.292245e-03	-3.245205e-04	72.1738854968	156.7
364	-3.250148e-03	-7.840900e-03	-9.371274e-04	-2.521167e-03	-3.977183e-03	2.700201e-03	-2.290251e-03	4.229445e-03	68.1177383126	123.3
